inputName,outputName
Sisyrinchium montanum,Sisyrinchium montanum var. montanum
Sisyrinchium montanum var. montanum,Sisyrinchium montanum var. montanum
Sisyrinchium pallidum,Sisyrinchium pallidum
Sium suave,Sium suave
Smelowskia americana,Smelowskia americana
Smelowskia calycina,Smelowskia americana
Smilax lasioneura,Smilax lasioneura
Smilax lasioneuron,Smilax lasioneura
Solanum americanum,Solanum americanum
Solanum carolinense,Solanum carolinense
Solanum dulcamara,Solanum dulcamara
Solanum elaeagnifolium,Solanum elaeagnifolium
Solanum heterodoxum,Solanum heterodoxum
Solanum jamesii,Solanum jamesii
Solanum nigrum,Solanum americanum
Solanum physalifolium,Solanum styleanum 
Solanum physalifolium var. nitidibaccatum,Solanum styleanum 
Solanum rostratum,Solanum rostratum
Solanum triflorum,Solanum triflorum
Solidago altissima ssp. gilvocanescens,Solidago altissima
Solidago canadensis,Solidago altissima
Solidago gigantea,Solidago gigantea
Solidago missouriensis,Solidago missouriensis
Solidago mollis,Solidago mollis
Solidago multiradiata,Solidago multiradiata
Solidago multiradiata var. scopulorum,Solidago multiradiata
Solidago nana,Solidago nana
Solidago nemoralis,Solidago nemoralis ssp. decemflora
Solidago nemoralis var. decemflora,Solidago nemoralis ssp. decemflora
Solidago ptarmicoides,Solidago ptarmicoides
Solidago rigida var. humilis,Solidago rigida ssp. humilis
Solidago simplex,Solidago simplex var. simplex
Solidago simplex var. simplex,Solidago simplex var. simplex
Solidago speciosa var. pallida,Solidago speciosa var. pallida
Solidago velutina,Solidago velutina ssp. sparsiflora
Solidago velutina ssp. sparsiflora,Solidago velutina ssp. sparsiflora
Solidago wrightii,Solidago wrightii
Solidago wrightii var. adenophora,Solidago wrightii
Sonchus arvensis,Sonchus arvensis
Sonchus asper,Sonchus asper
Sonchus oleraceus,Sonchus oleraceus
Sonchus uliginosus,Sonchus uliginosus
Sophora nuttalliana,Sophora nuttalliana
Sorbus aucuparia,Sorbus aucuparia
Sorbus scopulina,Sorbus scopulina var. scopulina
Sorbus scopulina var. scopulina,Sorbus scopulina var. scopulina
Sorghastrum avenaceum,Sorghastrum nutans
Sorghastrum nutans,Sorghastrum nutans
Sorghum bicolor,Sorghum bicolor
Sorghum halepense,Sorghum halepense
Sorghum vulgare,Sorghum bicolor
Sparganium angustifolium,Sparganium angustifolium
Sparganium emersum,Sparganium emersum
Sparganium eurycarpum,Sparganium eurycarpum
Sparganium minimum,Sparganium natans
Sparganium natans,Sparganium natans
Spartina gracilis,Spartina gracilis
Spartina pectinata,Spartina pectinata
Spathulata spuria,Phedimus spurius
Spatularia foliolosa,Micranthes foliolosa
Spergula arvensis,Spergula arvensis
Spergularia marina,Spergularia salina
Spergularia media,Spergularia media
Spergularia rubra,Spergularia rubra
Spergularia salina,Spergularia salina
Spergulastrum lanuginosum ssp. saxosum,Arenaria lanuginosa var. saxosa
Sphaeralcea angustifolia,Sphaeralcea angustifolia
Sphaeralcea angustifolia var. cuspidata,Sphaeralcea angustifolia
Sphaeralcea coccinea,Sphaeralcea coccinea
Sphaeralcea fendleri,Sphaeralcea fendleri
Sphaeralcea leptophylla,Sphaeralcea leptophylla
Sphaeralcea munroana,Sphaeralcea munroana
Sphaeralcea parvifolia,Sphaeralcea parvifolia
Sphaeromeria argentea,Artemisia nuttallii
Sphaeromeria capitata,Artemisia capitata
Sphaerophysa salsula,Sphaerophysa salsula
Sphenopholis intermedia,Sphenopholis intermedia
Sphenopholis obtusata,Sphenopholis obtusata
Spiranthes diluvialis,Spiranthes diluvialis
Spiranthes romanzoffiana,Spiranthes romanzoffiana
Spirodela polyrhiza,Spirodela polyrrhiza
Spirodela polyrrhiza,Spirodela polyrrhiza
Sporobolus airoides,Sporobolus airoides
Sporobolus asper,Sporobolus compositus
Sporobolus compositus,Sporobolus compositus
Sporobolus contractus,Sporobolus contractus
Sporobolus cryptandrus,Sporobolus cryptandrus
Sporobolus flexuosus,Sporobolus flexuosus
Sporobolus giganteus,Sporobolus giganteus
Sporobolus heterolepis,Sporobolus heterolepis
Sporobolus nealleyi,Sporobolus nealleyi
Sporobolus neglectus,Sporobolus neglectus
Sporobolus pyramidatus,Sporobolus pyramidatus
Sporobolus texanus,Sporobolus texanus
Sporobolus vaginiflorus,Sporobolus vaginiflorus
Sporobolus vaginiflorus var. neglectus,Sporobolus vaginiflorus
Stachys palustris ssp. pilosa,Stachys pilosa
Stachys palustris var. pilosa,Stachys pilosa
Stanleya albescens,Stanleya albescens
Stanleya pinnata,Stanleya pinnata
Stanleya pinnata var. integrifolia,Stanleya pinnata var. integrifolia
Stanleya pinnata var. pinnata,Stanleya pinnata var. pinnata
Stanleya viridiflora,Stanleya viridiflora
Stellaria borealis,Stellaria borealis ssp. borealis
Stellaria borealis ssp. borealis,Stellaria borealis ssp. borealis
Stellaria calycantha,Stellaria calycantha
Stellaria crassifolia,Stellaria crassifolia
Stellaria graminea,Stellaria graminea
Stellaria irrigua,Stellaria irrigua
Stellaria longifolia,Stellaria longifolia
Stellaria longipes,Stellaria longipes ssp. longipes
Stellaria media,Stellaria media
Stellaria obtusa,Stellaria obtusa
Stellaria pallida,Stellaria pallida
Stellaria umbellata,Stellaria irrigua
Stenactis strigosa,Erigeron strigosus var. strigosus
Stenogonum flexum,Stenogonum flexum
Stenogonum salsuginosum,Stenogonum salsuginosum
Stenosiphon linifolius,Oenothera glaucifolia
Stenotus acaulis,Stenotus acaulis
Stenotus armerioides,Stenotus armerioides var. armerioides
Stenotus armerioides var. armerioides,Stenotus armerioides var. armerioides
Stephanomeria exigua,Stephanomeria exigua ssp. exigua
Stephanomeria exigua ssp. exigua,Stephanomeria exigua ssp. exigua
Stephanomeria pauciflora,Stephanomeria pauciflora
Stephanomeria runcinata,Stephanomeria runcinata
Stephanomeria tenuifolia,Stephanomeria tenuifolia
Stillingia sylvatica,Stillingia sylvatica
Streptanthella longirostris,Streptanthella longirostris
Streptanthus cordatus,Streptanthus cordatus var. cordatus
Streptanthus cordatus var. cordatus,Streptanthus cordatus var. cordatus
Streptopus amplexifolius,Streptopus amplexifolius
Streptopus fassettii,Streptopus amplexifolius
Strigosella africana,Strigosella africana
Strophostyles leiosperma,Strophostyles leiosperma
Stuckenia filiformis,Stuckenia filiformis
Stuckenia filiformis ssp. alpina,Stuckenia filiformis
Stuckenia pectinata,Stuckenia pectinata
Stuckenia vaginata,Stuckenia vaginata
Suaeda calceoliformis,Suaeda calceoliformis
Suaeda nigra,Suaeda nigra
Subularia aquatica,Subularia aquatica var. americana
Subularia aquatica var. americana,Subularia aquatica var. americana
Suckleya suckleyana,Suckleya suckleyana
Sullivantia hapemanii,Sullivantia hapemanii var. purpusii
Sullivantia hapemanii var. purpusii,Sullivantia hapemanii var. purpusii
Swertia perennis,Swertia perennis
Swida sericea,Cornus sericea ssp. sericea
Symphoricarpos albus,Symphoricarpos albus
Symphoricarpos longiflorus,Symphoricarpos longiflorus
Symphoricarpos occidentalis,Symphoricarpos occidentalis
Symphoricarpos rotundifolius,Symphoricarpos rotundifolius
Symphyotrichum ×amethystinum,Symphyotrichum x amethystinum
Symphyotrichum ascendens,Symphyotrichum ascendens
Symphyotrichum boreale,Symphyotrichum boreale
Symphyotrichum campestre,Symphyotrichum campestre
Symphyotrichum ciliatum,Symphyotrichum ciliatum
Symphyotrichum eatonii,Symphyotrichum eatonii
Symphyotrichum ericoides,Symphyotrichum ericoides
Symphyotrichum falcatum,Symphyotrichum falcatum
Symphyotrichum fendleri,Symphyotrichum fendleri
Symphyotrichum foliaceum,Symphyotrichum foliaceum
Symphyotrichum foliaceum var. apricum,Symphyotrichum foliaceum var. apricum
Symphyotrichum foliaceum var. canbyi,Symphyotrichum foliaceum var. canbyi
Symphyotrichum foliaceum var. parryi,Symphyotrichum foliaceum var. parryi
Symphyotrichum frondosum,Symphyotrichum frondosum
Symphyotrichum laeve var. geyeri,Symphyotrichum laeve var. geyeri
Symphyotrichum lanceolatum ssp. hesperium,Symphyotrichum lanceolatum ssp. hesperium
Symphyotrichum lanceolatum var. hesperium,Symphyotrichum lanceolatum ssp. hesperium
Symphyotrichum novae-angliae,Symphyotrichum novae-angliae
Symphyotrichum oblongifolium,Symphyotrichum oblongifolium
Symphyotrichum porteri,Symphyotrichum porteri
Symphyotrichum spathulatum,Symphyotrichum spathulatum
Symphytum officinale,Symphytum officinale
Syringa vulgaris,Syringa vulgaris
Talinum calycinum,Phemeranthus calycinus
Talinum parviflorum,Phemeranthus confertiflorus 
Tamarix chinensis,Tamarix chinensis
Tamarix parviflora,Tamarix parviflora
Tamarix ramosissima,Tamarix chinensis
Tanacetum balsamita,Tanacetum balsamita
Tanacetum parthenium,Tanacetum parthenium
Tanacetum vulgare,Tanacetum vulgare
Taraxacum ceratophorum,Taraxacum ceratophorum
Taraxacum dumetorum,Taraxacum ceratophorum
Taraxacum eriophorum,Taraxacum eriophorum
Taraxacum laevigatum,Taraxacum laevigatum
Taraxacum officinale,Taraxacum officinale
Taraxacum ovinum,Taraxacum ceratophorum
Taraxacum scopulorum,Taraxacum scopulorum
Taraxia breviflora,Camissonia breviflora
Taraxia subacaulis,Camissonia subacaulis
Telesonix jamesii,Telesonix jamesii
Teloxys ambrosioides,Dysphania ambrosioides
Teloxys botrys,Dysphania botrys
Teloxys graveolens,Dysphania graveolens
Tetradymia canescens,Tetradymia canescens
Tetradymia nuttallii,Tetradymia nuttallii
Tetradymia spinosa,Tetradymia spinosa
Tetraneuris acaulis,Tetraneuris acaulis
Tetraneuris acaulis var. acaulis,Tetraneuris acaulis var. acaulis
Tetraneuris acaulis var. arizonica,Tetraneuris acaulis var. arizonica
Tetraneuris acaulis var. caespitosa,Tetraneuris acaulis var. caespitosa
Tetraneuris acaulis var. epunctata,Tetraneuris acaulis var. epunctata
Tetraneuris brevifolia,Tetraneuris acaulis var. caespitosa
Tetraneuris ivesiana,Tetraneuris ivesiana
Tetraneuris scaposa var. linearis,Tetraneuris scaposa var. scaposa
Tetraneuris scaposa var. scaposa,Tetraneuris scaposa var. scaposa
Tetraneuris torreyana,Tetraneuris torreyana
Teucrium canadense ssp. occidentale,Teucrium canadense var. occidentale
Teucrium canadense var. occidentale,Teucrium canadense var. occidentale
Teucrium laciniatum,Teucrium laciniatum
Thalictrum alpinum,Thalictrum alpinum
Thalictrum dasycarpum,Thalictrum dasycarpum
Thalictrum fendleri,Thalictrum fendleri
Thalictrum foetidum,Thalictrum heliophilum
Thalictrum heliophilum,Thalictrum heliophilum
Thalictrum sparsiflorum,Thalictrum sparsiflorum
Thamnosma texana,Thamnosma texana
Thelesperma filifolium,Thelesperma filifolium
Thelesperma megapotamicum,Thelesperma megapotamicum
Thelesperma subnudum,Thelesperma subnudum
Thellungiella salsuginea,Eutrema salsugineum
Thelypodiopsis aurea,Thelypodiopsis aurea
Thelypodiopsis elegans,Thelypodiopsis elegans
Thelypodiopsis juniperorum,Thelypodiopsis juniperorum
Thelypodium integrifolium,Thelypodium integrifolium
Thelypodium laxiflorum,Thelypodium laxiflorum
Thelypodium paniculatum,Thelypodium paniculatum
Thelypodium sagittatum,Thelypodium sagittatum ssp. sagittatum
Thelypodium sagittatum ssp. sagittatum,Thelypodium sagittatum ssp. sagittatum
Thelypodium wrightii,Thelypodium wrightii
Thelypodium wrightii ssp. oklahomensis,Thelypodium wrightii
Thermopsis divaricarpa,Thermopsis rhombifolia var. divaricarpa
Thermopsis montana,Thermopsis montana
Thermopsis rhombifola,Thermopsis rhombifolia
Thermopsis rhombifolia,Thermopsis rhombifolia var. rhombifolia
Thermopsis rhombifolia ,Thermopsis rhombifolia
Thermopsis rhombifolia var. divaricarpa,Thermopsis rhombifolia var. divaricarpa
Thermopsis rhombifolia var. montana,Thermopsis montana
Thermopsis rhombifolia var. rhombifolia,Thermopsis rhombifolia var. rhombifolia
Thinopyrum intermedium,Thinopyrum intermedium
Thinopyrum ponticum,Thinopyrum elongatum 
Thlaspi arvense,Thlaspi arvense
Thymophylla aurea,Thymophylla aurea var. aurea
Thymophylla aurea var. aurea,Thymophylla aurea var. aurea
Tidestromia lanuginosa,Tidestromia lanuginosa
Tillaea aquatica,Crassula aquatica
Tiquilia nuttallii,Tiquilia nuttallii
Tithymalus brachyceras,Euphorbia brachycera
Tithymalus crenulatus,Euphorbia crenulata
Tithymalus cyparissias,Euphorbia cyparissias
Tithymalus esula,Euphorbia virgata
Tithymalus incisus,Euphorbia schizoloba
Tithymalus incisus  var. mollis,Euphorbia schizoloba
Tithymalus myrsinites,Euphorbia myrsinites
Tithymalus peplus,Euphorbia peplus
Tithymalus spathulatus,Euphorbia spathulata
Tolmachevia integrifolia,Rhodiola integrifolia
Tonestus lyallii,Tonestus lyallii
Tonestus pygmaeus,Tonestus pygmaeus
Torreyochloa pallida var. pauciflora,Torreyochloa pallida
Torreyochloa pauciflora,Torreyochloa pallida
Townsendia annua,Townsendia annua
Townsendia eximia,Townsendia eximia
Townsendia exscapa,Townsendia exscapa
Townsendia fendleri,Townsendia fendleri
Townsendia glabella,Townsendia glabella
Townsendia grandiflora,Townsendia grandiflora
Townsendia hookeri,Townsendia hookeri
Townsendia incana,Townsendia incana
Townsendia leptotes,Townsendia leptotes
Townsendia rothrockii,Townsendia rothrockii
Townsendia strigosa,Townsendia strigosa
Toxicodendron rydbergii,Toxicodendron rydbergii
Toxicoscordion paniculatum,Toxicoscordion paniculatum
Toxicoscordion venosum,Toxicoscordion paniculatum
Tradescantia occidentalis,Tradescantia occidentalis
Tragia ramosa,Tragia ramosa
Tragopogon dubius,Tragopogon dubius
Tragopogon dubius ssp. major,Tragopogon dubius
Tragopogon porrifolius,Tragopogon porrifolius
Tragopogon pratensis,Tragopogon pratensis
Transberingia bursifolia ssp. virgata,Crucihimalaya virgata
Transberingia virgata,Crucihimalaya virgata
Trautvetteria caroliniensis,Trautvetteria grandis
Trianthema portulacastrum,Trianthema portulacastrum
Tribulus terrestris,Tribulus terrestris
Trichophorum pumilum,Trichophorum pumilum
Tridens muticus,Tridentopsis mutica 
Tridens muticus var. elongatus,Tridentopsis mutica 
Trifolium andinum,Trifolium andinum var. andinum
Trifolium andinum var. andinum,Trifolium andinum var. andinum
Trifolium anemophilum,Trifolium anemophilum
Trifolium attenuatum,Trifolium attenuatum
Trifolium brandegeei,Trifolium brandegeei
Trifolium brandegei,Trifolium brandegeei
Trifolium dasyphyllum,Trifolium dasyphyllum
Trifolium dasyphyllum ssp. anemophilum,Trifolium anemophilum
Trifolium fragiferum,Trifolium fragiferum
Trifolium gymnocarpon,Trifolium gymnocarpon
Trifolium gymnocarpum,Trifolium gymnocarpon
Trifolium hybridum,Trifolium hybridum
Trifolium kingii,Trifolium kingii ssp. kingii
Trifolium kingii var. kingii,Trifolium kingii ssp. kingii
Trifolium longipes,Trifolium longipes
Trifolium nanum,Trifolium nanum
Trifolium parryi,Trifolium parryi
Trifolium pratense,Trifolium pratense
Trifolium repens,Trifolium repens
Trifolium salictorum,Trifolium parryi ssp. salictorum
Trifolium wormskioldii,Trifolium wormskioldii var. wormskioldii
Trifolium wormskioldii var. wormskioldii,Trifolium wormskioldii var. wormskioldii
Triglochin maritima,Triglochin maritima
Triglochin palustris,Triglochin palustris
Trillium ovatum,Trillium ovatum var. ovatum
Trillium ovatum ssp. ovatum,Trillium ovatum var. ovatum
Trimorpha acris,Erigeron acris
Trimorpha elongata,Erigeron acris
Trimorpha lonchophylla,Erigeron lonchophyllus
Triodanis holzingeri,Triodanis holzingeri
Triodanis leptocarpa,Triodanis leptocarpa
Triodanis perfoliata,Triodanis perfoliata
Triplasis purpurea,Triplasis purpurea
Tripleurospermum inodorum,Tripleurospermum inodorum
Tripterocalyx carneus var. wootonii,Tripterocalyx wootonii
Tripterocalyx micranthus,Tripterocalyx micranthus
Tripterocalyx wootonii,Tripterocalyx wootonii
Trisetum canescens,Trisetum canescens
Trisetum flavescens,Trisetum flavescens
Trisetum spicatum,Trisetum spicatum
Trisetum spicatum ssp. alaskanum,Trisetum spicatum
Trisetum wolfii,Graphephorum wolfii
Triteleia grandiflora,Triteleia grandiflora
Triteleia grandiflora var. grandiflora,Triteleia grandiflora
Triticum aestivum,Triticum aestivum
Trollius albiflorus,Trollius albiflorus
Truellum sagittatum,Persicaria sagittata
Tryphane rubella,Sabulina rubella
Turritis glabra,Turritis glabra
Typha angustifolia,Typha angustifolia
Typha domingensis,Typha domingensis
Typha latifolia,Typha latifolia
Ulmus pumila,Ulmus pumila
Unamia alba,Solidago ptarmicoides
Urtica dioica,Urtica dioica
Urtica dioica ssp. gracilis,Urtica dioica ssp. gracilis
Urtica dioica ssp. holosericea,Urtica dioica ssp. holosericea
Urtica gracilis,Urtica dioica ssp. gracilis
Urtica gracilis ssp. holosericea,Urtica dioica ssp. holosericea
Urtica holosericea,Urtica dioica ssp. holosericea
Utricularia intermedia,Utricularia intermedia
Utricularia macrorhiza,Utricularia macrorhiza
Utricularia minor,Utricularia minor
Utricularia ochroleuca,Utricularia ochroleuca
Utricularia vulgaris,Utricularia macrorhiza
Vaccaria hispanica,Vaccaria hispanica
Vaccaria pyramidata,Vaccaria hispanica
Vaccinium cespitosum,Vaccinium cespitosum
Vaccinium myrtillus,Vaccinium myrtillus
Vaccinium myrtillus ssp. oreophilum,Vaccinium myrtillus
Vaccinium scoparium,Vaccinium scoparium
Vahlodea atropurpurea,Vahlodea atropurpurea
Vahlodea atropurpurea ssp. latifolia,Vahlodea atropurpurea
Valeriana acutiloba,Valeriana acutiloba
Valeriana arizonica,Valeriana arizonica
Valeriana capitata ssp. acutiloba,Valeriana acutiloba
Valeriana edulis,Valeriana edulis
Valeriana occidentalis,Valeriana occidentalis
Veratrum californicum,Veratrum californicum
Veratrum tenuipetalum,Veratrum californicum
Verbascum blattaria,Verbascum blattaria
Verbascum lychnitis,Verbascum lychnitis
Verbascum phlomoides,Verbascum phlomoides
Verbascum thapsus,Verbascum thapsus
Verbena bracteata,Verbena bracteata
Verbena hastata,Verbena hastata
Verbena macdougalii,Verbena macdougalii
Verbena plicata,Verbena plicata
Verbena stricta,Verbena stricta
Verbesina encelioides ssp. exauriculata,Verbesina encelioides
Vernonia baldwinii,Vernonia baldwinii
Vernonia baldwinii ssp. interior,Vernonia baldwinii
Vernonia fasciculata,Vernonia fasciculata
Vernonia fasciculata ssp. corymbosa,Vernonia fasciculata
Vernonia marginata,Vernonia marginata
Veronica americana,Veronica americana
Veronica anagallis-aquatica,Veronica anagallis-aquatica
Veronica arvensis,Veronica arvensis
Veronica biloba,Veronica biloba
Veronica catenata,Veronica anagallis-aquatica
Veronica nutans,Veronica wormskjoldii
Veronica peregrina ssp. xalapensis,Veronica peregrina ssp. xalapensis
Veronica persica,Veronica persica
Veronica polita,Veronica polita
Veronica scutellata,Veronica scutellata
Veronica serpyllifolia var. humifusa,Veronica serpyllifolia ssp. humifusa
